,text,target,true_label,pred_label
101,1、 尸体会告诉我们的、 脚尖的方向、 舌头、 脖子、 等、 目前只是身体有腐化、 是不是最近才发生的、 挂100多天 应该骨头都散落一地了吧、2、 绳子与树是否有摩擦痕迹、3、 脚下是否有垫东西、4、 现场是否有脚印 、5、 为什么他什么都不带就带了录音笔？ 是受到要挟了 害怕了 所以要记录什么了、,警方通告胡鑫宇为自杀,NEITHER,AGAINST
102,快起诉啊！！！起诉啊！！这波挺mjh，！查！快查！查票房看看我们到底是不是造假！！查！快查！一定要让别人知道我们mjh一定没有造假这委屈怎么受得了快起诉,满江红起诉大V,POSITIVE,AGAINST
103,还告吗 搞快点 先告大眼,满江红起诉大V,POSITIVE,AGAINST
104,快打官司啊求求了,满江红起诉大V,POSITIVE,NEITHER
105,浅谈满江红成本 个人觉得成本高低不能决定影片内涵与质量，满江红成本我一个外行人看都知道是低的，但这片子是精彩的，性价比高的。收益高不仅是因为成本低，更与好的剧本、好的演员、好的音效有关。所以成本低不能是满江红被矛头所指的原因，相反我们应该宣扬此类“高性价比”电影，激励该行业的编导们动脑子拍出有文化以及人文价值的东西。有人会觉得那会不会所有人都去拍低成本片了？不会的。术业有专攻，人各有志。有人有兴趣就会去拍高成本高制作片，比如春节同期的流浪地球和深海。作为观众我们需要对中国编导制作人有信心，并给予鼓励和支持。以上是肯定的。接下来说下拍片的问题，我的结论是：不应该垄断。好的电影宁愿延长放映期，而不是抢占排片。让所有的影片公平竞争，根据受欢迎程度适量更改，而不是垄断。希望中国电影百花齐放，薪火相传。,满江红起诉大V,POSITIVE,NEITHER
106,可别让我们失望呀！不立案没办法，千万别撤诉呀！估计大V不会接受调解！ 1.28 1.29 1.30,满江红起诉大V,POSITIVE,AGAINST
107,造谣终将付出代价,满江红起诉大V,POSITIVE,AGAINST
108, 片方啊，老祖宗说过身正不怕影子歪，你倒是起诉呀，正大光明的对簿公堂，把账本摊出来给支持你们票房的广大群众看看呀,满江红起诉大V,POSITIVE,AGAINST
109,你怎么怂了啊？快去告啊。你是清白的啊,满江红起诉大V,POSITIVE,AGAINST
110, 五月份了，这法院传票传得有点久啊,满江红起诉大V,AGAINST,NEITHER
111,他们是忘记了之前满江红是什么情形吗？还有这个剧还不配和满江红比，你觉得沈逸和那些时政大V会去看这部剧吗？     ,满江红起诉大V,AGAINST,NEITHER
112, 咋样了啊 电影满江红,满江红起诉大V,AGAINST,NEITHER
113, 今天一问结果如何！过年的热搜家里断网！今天通网随便一问,满江红起诉大V,AGAINST,NEITHER
114,啧啧真会玩啊,满江红起诉大V,AGAINST,NEITHER
115, 怎么满江红官方的起诉这么久都没动静？到底啥时候和四位大V法庭见啊？我等着看法庭大判决呢,满江红起诉大V,AGAINST,NEITHER
116,官司打不打了，还想看直播呢 微博全是满江红的热搜，怎么起诉的事情一点波澜都没了？,满江红起诉大V,AGAINST,NEITHER
117,雷声大雨点小哟,满江红起诉大V,AGAINST,NEITHER
118,满江红片方起诉造谣者 满江红片方称不再起诉其他造谣者 满江红否认接受采访 这是干嘛，搞精神分裂？,满江红起诉大V,AGAINST,NEITHER
119,大晚上的，被这个热搜给逗笑了！估计是国内这些娱乐资本们平时捏素人小透明们捏惯了，以为甩出一张律师函之类也能让大V们噤若寒蝉，结果一上手才发现没有意料中的软趴趴手感，原来这是4个冻的梆梆硬的冻柿子啊……,满江红起诉大V,AGAINST,NEITHER
120, 粉丝今天去哪装路人？,满江红起诉大V,AGAINST,NEITHER
121," 一场大戏就这么结束了？这也太搞笑了，而且这个回应啊，属实是有点……就不说什么“造谣者”完全是偏方的主观臆测了，就说底下这段话，简直就是糟糕公关的典型代表！

首先“希望理性观影，不要再掐了”，可是官博当初发的可是“跟我斗，你们还差的远呢……“，这不就是赤果果的挑衅嘛？合着你们可以挑衅别人，别人不能掐你们？

第二，“大V有一定话语权……不当言论会影响片方利益”。可是什么是不当言论呢？是不符合你利益的言论就是不当言论么？谁来界定这个言论当与不当？而且，大V的不当言论可以显示出来，那普通网友的所谓“不当言论”是不是就被某些不可名状的力量弄没了？还有，春节期间，无数大V扯脖子喊，利用个人影响力把网友忽悠进电影院，然后好多人都觉得那些大V吹的有点过，这算不算是“不当言论”呢？

第三，也是最搞笑的一句话：“我们和其他部门和大V沟通过，少部分坚持观点，我们没办法”。这就是赤果果的告诉别人，我们找大V 了，一些我们给钱了，或者“以德服人”了，于是就被“公关”了，另一些大V，给钱人家不要，讲理也讲不过，没招了。

合着你们的电影，说不定，不允许有背面声音，如果有所谓的不符合你们利益的“不当言论”，就想各种办法去解决说话的人呗？这让我想起一句话，解决不了电影问题，就解决提出问题的人。

当然还有好多槽点，就不一一吐槽了。

要我说啊，满江红的片方，赶紧换一批宣发吧，是在不行就换一批真读过书的做题家，亡羊补牢嘛，要不官博发一篇满江红整出10个错别字，所谓的回应也全是漏洞和破绽，要不就真的花大价钱，把你们口中那几个所谓的“造谣”大V雇过来，人家微博帖子那个撰文水平，逻辑的严谨程度，可是完全吊打你们的这些宣发了呢。

",满江红起诉大V,AGAINST,NEITHER
122, 提交几个起诉微博ID的立案材料就给上热搜别人定性啦？ 所以片方到底是在急什么啊？,满江红起诉大V,AGAINST,NEITHER
123,"事情发展到现在，《满江红》影片运营方应该要承认，他们有4个地方是做得不太好：1、拿秦桧诬陷岳飞的“莫须有”自证清白；2、官博不知道“靖康”是一个年号；3、岳飞忌日不纪念，连发数条微博，尽和网友扯口舌…4、起诉大V。大v文章我看了，有的是善意劝告，他却把别人告了。有点敌友不分。

前期放一些幕后花絮、记者采访都挺好。像我这种观众，就很喜欢去了解拍摄中的趣事，去发现电影里的细节。

可后面，运营方把自己放在网友的对立面，一本正经地叫冤、指责，还起诉……

就让人感觉玩不起了。毕竟你赚了那么多钱，有人指指点点也正常。

根据我这两年当博主的经验，在微博上，一定要“姿态软”，然后，只关注自己该关注的。

为什么要姿态软？因为互联网是草根文化。你越强硬、越一本正经，越引人反感。姿态软，才容易被人接纳。咱不是经常说“通情达理”吗？情绪到了，理才能达到。

只关注自己该关注的，这点很好理解。因为互联网上声音太多太杂，你都注意，顾不过来。

比如，《满江红》运营方应该关注的是：电影大卖。所以，卖得好，感谢下大家支持。

另外，你是内容创作者，应该多多分析作品，这是你的强项。和和气气，带大家多理解构思，惊叹导演73高龄做到这样的突破，而不是盯着黑粉。

说真的，当你关注黑粉时，你的眼里就只有黑粉，太拉低作品的艺术成就了，也埋没了几千艺术工作者的努力。

韩红的片尾曲多好听，一如既往的温暖大气。片中那些锣鼓一样的音乐，据说都有隐喻。告诉我们吧？

还有，我觉得，黑粉开始并没有那么多。还有很多关注作品本身的观众，要不不会初三开始靠口碑逆袭。

后来黑粉多，一部分是看不惯运营方的“一本正经”。太容易让人联系到古板、生硬、道貌岸然的领导了。

好好解释，疏忽/写错了的地方改正下，把关注点拉回作品本身。

柔软点。和气生财、闷声发大财。

电影本身还是好电影。

别搅和进口水战，吵不赢的。

#满江红官博 靖康耻#",满江红起诉大V,AGAINST,NEITHER
124, 为了恐吓大众，掩饰真相，安抚粉丝，平息舆论风波，故意玩这一出的吧！ 看来大众指控的幽灵场，排片猫腻，偷票房等等见不得光的行为都是真的喽！,满江红起诉大V,AGAINST,NEITHER
125, 热闹大了，谁怂谁是孙子。,满江红起诉大V,AGAINST,NEITHER
126, 等着吃瓜呢别缩啊啊啊啊,满江红起诉大V,AGAINST,NEITHER
127, 这是吃岳飞的人血馒头？还是另有什么图谋？,满江红起诉大V,NEITHER,AGAINST
128,1.28 1.29 1.30 太好了！之前还可惜看不了戏了打起来打起来，谁怂谁当秦桧去,满江红起诉大V,NEITHER,AGAINST
129,我记得不是有被起诉成功的吗？而且基本上明星告的也都是网名，输入“网络造谣”就看见了下面的词条,满江红起诉大V,NEITHER,AGAINST
130, 求求了，不要撤诉啊，我瓜还没吃过瘾呢,满江红起诉大V,NEITHER,AGAINST
131,告名誉权就没意思了。假设你嫖娼被抓，邻居跟别人说你嫖娼被抓了，那么你告邻居侵犯你的名誉权是告得成功的，因为你名誉确实受损失了，但告诽谤的话是失败的，因为邻居说的是事实。,满江红起诉大V,NEITHER,AGAINST
132,又当又立的，把自己尾巴藏好,满江红起诉大V,NEITHER,AGAINST
133,用着审核还没通过的图就直接发博了，现在又说不起诉其他造谣者，怎么怂了？快告快告，一个都别放过,满江红起诉大V,NEITHER,AGAINST
134, 玩儿呢？ 你品！你细品！ 你糊弄我，我哄弄你！ 你知道我知道，我知道你知道我知道……,满江红起诉大V,NEITHER,AGAINST
135, 沈逸老师回复我了,满江红起诉大V,NEITHER,AGAINST
136, 主持这个话题的，是在造谣吧？法院没判，怎么认定的造谣者？,满江红起诉大V,NEITHER,AGAINST
137,哎呀我去，今天才看到…emmm，曾经长期接触过法务工作和财务工作的宝子的我表示：祝片方安好咱不说法律层面怎么样，就财务税务层面，就算再怎么优秀的人员都不能保证自己入账计税报税是完全正确、没有漏洞的。何况…文娱层面合规问题特别多，没有一家公司敢说自己财务税务法务没有问题…这不是搞自己么,满江红起诉大V,NEITHER,AGAINST
138,不清楚双方谁对谁错，也或许根本不是为了对错。只是看到有人说 本来就是研究这些的，无可厚非。个人认为，要你研究网络安全和舆论，可不是让你成为被研究的对象，都成为网络口水战的一方了还有什么资格成为中立的研究者呢？如果研究犯罪现象者都要先以身试法，那不要你这研究也罢。明明是有辱斯文的行为就不必狡辩，拿教授、研究者身份推搪等于是拉所有人下水，教授一词不能再被抹黑了。,满江红起诉大V,NEITHER,AGAINST
139,诉是一种达到某种目的的手段，从来不是一种目的！诉是一回事，能不能获得支持又是一回事！不知道这个子弹能飞多久！俗话说，有种红叫“黑红”，不管是红还是黑，反正作为吃瓜群众，姐妹儿准备晚上去看电影了！不知道这算不算一种“目的”！ ,满江红起诉大V,NEITHER,POSITIVE
140, 不懂就问，片方是没钱请法务了吗？,满江红起诉大V,NEITHER,AGAINST
141,这个小小的事件居然这次被炒的热度这么高得好在当事人已经原谅他们,泼水节女生选择原谅对方,POSITIVE,NEITHER
142,本来就不是啥大事情，还准备立案?撕扯个雨衣不就为了曾加下气氛，还要上纲上线到什么地步?这女的本来也是准备去玩的啊，觉得不开心下次不去了呗，各路媒体有什么好炒作的！还逼得人家各部门都要介入，烦不烦！一个泼水节本来泼水就是送祝福，传统，现在好了，好好一个节日给你上纲上线，揪住个别情况不放，搞成这样，开心了吧?,泼水节女生选择原谅对方,POSITIVE,NEITHER
143,泼水节狂欢，别让祝福变了味。近日，云南傣历1385泼水节的视频引发了公众对其是否流氓化的质疑。在有些视频中，有人趁乱扯拽女子衣服，有人涉嫌侵犯他人隐私，引起了人们对泼水节的关注和讨论。对于这样一个富有几千年历史的传统节日，该如何平衡其现代化需求和文化传承呢？泼水节是少数民族的民俗节日，这种打破边界感的狂欢节并不多见。对于当地民众以及参与者来说，对这样一个传统节日是有预期的，也包括心理层面的准备。然而，如何保障人们的安全和活动的和谐性是一个难题。在以往泼水节多用的是盆，但现在多用水枪等攻击性更强的工具。因此，我们必须解决在满足人们现代需求的同时，保持文化传承和庆祝方式的问题。针对泼水节面临的问题，有人说应该合理发展民俗文化，对具有狂欢性质的泼水节，不必上纲上线地大加挞伐，甚至污名化。即不让泼水节祝福变了味，也不要过度规范失去鲜明特色。在未来的泼水节中，有人说可以加强管理，提高文明意识。其实傣族泼水节对国外朋友是很有吸引力的，可以借鉴其他国家的庆典活动，在其基础上，逐步推进泼水节的现代化进程。只有这样，泼水节才能真正成为一个独特的文化品牌，吸引更多民族文化爱好者参与其中。,泼水节女生选择原谅对方,POSITIVE,NEITHER
144,掑撕雨衣这事可大可小，要是没发到网络，或者关注的热度小一点，其实就是一小事，只不过现在热度起来了，那就是一件大事了，甚至连当地官方都不得不出来调查。其实从撕衣男子动作初衷就可以看出，他的本意是想撕掉对方的雨衣，而不是撕对方的衣服，网上很多人把这两个概念混淆，认为撕雨衣就等同于是撕衣服，这是不对的。撕雨衣只是在当时的特定环境及氛围下，做出的一个不理智的行为，如果换个场合，他肯定干不出这事来。而撕衣服则是耍流氓，是违法行为，放在哪都是不被允许的。泼水节本质是一个少数民族的节日，之所以吸引这么多人去当地体验，就是被他们的节日氛围所感染，在这种氛围下很容易让人模糊边界感，见人就泼水，管你认不认得，先泼了再说。此时每个人都释放了天性，行为动作变得格外大胆，在一些事情的尺度上没有把握好，好心办了坏事。就像婚闹一样，即要保证婚礼热闹，让大家感受到结婚的喜庆，又不能闹的太过，让新郎新娘下不来台，所以此时就该多包容，对一些不太出格的行为多多理解，而不是苛刻的指责。,泼水节女生选择原谅对方,POSITIVE,NEITHER
145,其实心里不知道有多高兴呢微博上的女泉气的到处跳脚，结果人家当事人一点也不在乎小仙女笑话永不过时,泼水节女生选择原谅对方,POSITIVE,NEITHER
146,她男的虽然不对，脑子不太好，但本质不一定坏的，泼水节，他只是想女的多遭遇水攻击，记得，他没撕女子衣服，而是雨衣。个人支持她选择不立案，这不是她懦弱，而是她相对通情达理。,泼水节女生选择原谅对方,POSITIVE,AGAINST
147,反正本来也不认识也不想以后再有交集，这辈子再也不想听到这件事相关，于是选择不立案让这个事赶紧结束，从女生角度出发这样想不也很正常。舆论中心的当事人又不是上帝视角，上帝视角的网友又不能把人家替出来。大家包括我也希望扯衣服的被追责留案底，但是因为不立案就指责当事人是否过分魔怔了,泼水节女生选择原谅对方,POSITIVE,AGAINST
148,这都有人骂，某些流氓不要太离谱，给脸不要脸,泼水节女生选择原谅对方,POSITIVE,NEITHER
149,这个案件很简单嘛 就是和婚闹一样说着热闹之事行猥亵之实 还用辩论嘛  女生选择不报案，是出于自身保护的想法 还是出于包容的想法，都不重要 作为猥亵行为 被害人的意愿只是被害人的意愿 作为涉嫌刑法行为造成如此大的社会影响 国家机关采取公诉，采取判罚 也没啥不妥 当然，我也建议如果要处罚，请妇联等机构保护好这个女生的安全 我觉得这个事情挺简单的道理 热闹≠为所欲为，猥亵行为也≠普通玩闹 人性的善恶遵循自然之道 心里想的是什么 行为就看的出来 所以即使说的天花乱坠 违法犯罪也变不成普通玩闹 另外，撕雨衣行为本身是坏，不用论了 但是如果再在这为坏的行为洗地 去为了这个坏行为打扰那个女生 就是真正的恶了 劝各位向善，别堕入恶道,泼水节女生选择原谅对方,POSITIVE,NEITHER
150,人家立不立案跟你有什么关系 不按你想的就说纵容 反过来讲这女生 一天天怎么这么闲,泼水节女生选择原谅对方,POSITIVE,NEITHER
151,相信你的选择是经过认真考虑,泼水节女生选择原谅对方,POSITIVE,AGAINST
152,有些事情可以原谅，有些事情不可以纵容。,泼水节女生选择原谅对方,AGAINST,POSITIVE
153,到现在还有在抖音上说因为穿了雨衣所以活该所以就要被扯衣服。善良对这些猥琐贱人没有任何用,泼水节女生选择原谅对方,AGAINST,NEITHER
154,理智上可以理解女生为什么不立案。可是我觉得这就是社会对女性的压迫之一，女生如果选择立案，那些别人对他的指指点点、无端指责、受害者有罪论，都会影响他的生活。可是这个女生选择原谅了，其他女孩子怎么办。有了这么一个先例，下次其他猥琐男就会把这件事当成功案例【都上微博热搜那男的都能被原谅，我可以用一样的非凡猥亵美女】。而下一个受害女孩，会不会被这个先例压迫着，【你看之前那个美女都原谅，就你高贵玩不起】，下一个受害者，会不会被迫【原谅】？而且，这不仅是女性的事，被人撕雨衣本身就是错的。换成一个男孩子，被大妈撕开衣服往重要部分喷水，男孩一样会不舒服。更甚受害男孩会因为有【女孩原谅先例】，被压迫着不能追究这件事，否则必定有键盘侠说【男的怎么也计较，人家女孩都没他事多】。,泼水节女生选择原谅对方,AGAINST,POSITIVE
155,撕雨衣这是人干的事? 这不是性骚扰难道是少数民族的特有祝福? 而且，别以为我们汉族不知道，泼水节指的是拿水盆，从肩膀处浇下去，代表着祝福。 拿水枪呲女性敏感部位，叫尼玛祝福? 你们的妈妈当年也是被一圈男人拿水呲着长大的呗？,泼水节女生选择原谅对方,AGAINST,NEITHER
156,"你去海边游泳，去泡个温泉，有人披着浴巾，会给扯下来么。专泼好看会透的，为的是什么。更有甚者，拿个泼水枪，专门滋重点部位，这是在祝福，还是耍流氓。这是另一种，得不到的就诋毁。

又想玩水，又不想透，完全可以兼得。却被说成，你为何要来，玩不起就走，别小心眼。但重点是，撕雨衣的行为，根本就是在骚扰。

趁着节日，出门占便宜，趁着人多，趁机摸一把。就是这种害群之马，让人望而却步，不敢尽情享受，只能避而远之，让传统文化蒙羞。

原谅是原谅，犯错是犯错，该警告就要警告。更要加强监管，别让小人有机可乘，这种人多的活动，往往是猥亵重灾区，很多女性都被伤害过。

比起好看的女生，加班应酬，劳无所得，降薪裁员的打工人，更需要被祝福。 ",泼水节女生选择原谅对方,AGAINST,NEITHER
157,脏媒恶记为什么不去找撕雨衣的人，怕被打吗？,泼水节女生选择原谅对方,AGAINST,NEITHER
158,希望当事人的宽容 不是对涉事人的纵容 公共场合，相互尊重 这是成年人必须做到的事,泼水节女生选择原谅对方,AGAINST,POSITIVE
159,我们不应该把“泼水节”当作对别人进行无理骚扰和欺凌的借口，而应该尊重他人的隐私和人格，坚持边界意识，保护每个人的尊严和安全。当然，这并不代表我们应该全盘否定“泼水节”，而是应该明确，人们反对的是那些借着“泼水节”名头进行超越边界的恶劣行径，凡事总有个度。在传统的“泼水节”中，人们以泼水祈求吉祥、幸福、洗净污秽，互相泼水表达彼此关爱和祝福。然而，在那些流传出来的视频中，被泼水、被水枪攻击的人都非常明显地表现出了尴尬、抗拒和痛苦，而那些泼水者却依然不依不饶，甚至起哄嘲笑，这完全背离了传统节日的初衷，充满了恶意和不良行为。,泼水节女生选择原谅对方,AGAINST,NEITHER
160,xxn真的是敏感且自卑 估计被衣服碰都能觉得羞耻 自己找个地方玩吧 别穿雨衣出来霍霍人,泼水节女生选择原谅对方,AGAINST,NEITHER
161,但警察必须要立案，严惩犯罪。。 撕衣服、撕雨衣就是在犯罪。。,泼水节女生选择原谅对方,AGAINST,NEITHER
162,不是啊，这种行为选择不立案就是纵容！女生的衣服可以随意扯吗？他想做什么他自己心里比谁都清楚。泼水节就好好泼水，别搞那些有的没的。你见过泼水的人上手？为啥这男的只扯女生雨衣，不去扯大汉的衣服？还不是知道自己惹不起。我强烈建议女生立案，这种事情不能纵容，必须严惩！女生们面对这种事都要敢于发声，姐妹们更应该支持她，站出来去职责这部分恶心的男性。,泼水节女生选择原谅对方,AGAINST,POSITIVE
163,参照阿富汗，什么问题都没了。,泼水节女生选择原谅对方,AGAINST,NEITHER
164,撕衣服这种垃圾是心理有问题，有毛病得治，不然如果女生选择立案，这孙子起码侮辱妇女罪跑不了。,泼水节女生选择原谅对方,AGAINST,POSITIVE
165,大事化小？这不是鼓励更多的猥琐男去泼水节耍流氓吗？,泼水节女生选择原谅对方,AGAINST,NEITHER
166,为啥一堆人围着她一个人喷?泼水节不应该是大家互相泼吗?怎么就她一个女生在那挨喷，别的人呢?公开场合骚扰就该立案，克制什么，必须保护女同胞权益,泼水节女生选择原谅对方,AGAINST,NEITHER
167,不能公诉吗，这个影响挺恶劣啊,泼水节女生选择原谅对方,AGAINST,NEITHER
168,择日举行女性泼水节 我没开玩笑,泼水节女生选择原谅对方,AGAINST,NEITHER
169,这事本身当地警方处理就有点怪，这种事情，又不是刑事自诉案件，还需要推给女生来决定。本身属于治安管理的范畴，警察自己就能做主的，行拘还是罚款，根本不需要女生参与进来，避重就轻干嘛？说到底就是不想处理罢了。,泼水节女生选择原谅对方,AGAINST,POSITIVE
170,太生气了，一定要把那个男的知道女性是需要尊重的，就像我老板让我今天穿裙子上班，我偏不穿。美女辣舞,泼水节女生选择原谅对方,AGAINST,NEITHER
171,为什么啊,泼水节女生选择原谅对方,AGAINST,NEITHER
172,希望这样的事情再少一些,泼水节女生选择原谅对方,NEITHER,POSITIVE
173,有个现象还蛮奇怪的 在国内女生如果穿着性感凉快一点 在路上仿佛会受到更多的眼光 可是国外一些地方却相反 觉得这是一个很正常的事情 确实 提倡自由平等的同时不能刁难女性的穿衣打扮 而应选择尊重 即便这个女生穿着比较露骨被围攻泼冷水 也不应该由某些不自觉得男性上前撕雨衣 因为别人披在身上的雨衣有其自由 不需要你的“咸猪手”。,泼水节女生选择原谅对方,NEITHER,POSITIVE
174,手中的是水枪，而不该是鸡 巴的延长线。 但给人的感觉像是色狼的狂欢。,泼水节女生选择原谅对方,NEITHER,POSITIVE
175,啊啊啊啊啊救命啊没正常人了吗？,泼水节女生选择原谅对方,NEITHER,AGAINST
176,立案：上纲上线 价格没谈拢 想出名 不立案：私下有交易 默许甚至鼓励行为,泼水节女生选择原谅对方,NEITHER,AGAINST
177,呀,泼水节女生选择原谅对方,NEITHER,AGAINST
178,估计是彼此认识 然后本来想接机炒作一番 立案调查的话就翻车了？,泼水节女生选择原谅对方,NEITHER,AGAINST
179,特么的，立案说小题大作，不立案说私下交易、说女生软弱、说自导自演。还说什么话都让这女生说了。我去你made，我看是什么话都让你们这些黄泉路人说了吧,泼水节女生选择原谅对方,NEITHER,POSITIVE
180,不应该叫报案？,泼水节女生选择原谅对方,NEITHER,AGAINST
181,我们是少数时，测试我们的勇气；我们是多数时，测试我们的宽容。,泼水节女生选择原谅对方,NEITHER,POSITIVE
